university,discipline,condition,shown_database_size,shown_black_faculty,total_speakers,speakers_from_shown_db,percent_from_shown_db,used_shown_db,black_speakers,black_from_shown_db
University of Pennsylvania,Computer Science,treatment,25,14,40,0,0.0,False,0,0
University of Pennsylvania,Chemistry,treatment,24,12,29,0,0.0,False,2,0
University of Pennsylvania,Mechanical Engineering,treatment,54,34,22,0,0.0,False,0,0
University of Pittsburgh,Computer Science,treatment,18,11,10,0,0.0,False,0,0
University of Pittsburgh,Physics,treatment,36,9,74,0,0.0,False,0,0
University of Pittsburgh,Chemistry,control,25,12,24,0,0.0,False,2,0
University of Rochester,Chemistry,treatment,29,12,6,0,0.0,False,0,0
University of Rochester,Physics,control,29,7,66,0,0.0,False,2,0
University of Rochester,Mechanical Engineering,treatment,16,8,3,0,0.0,False,0,0
University of Rochester,Computer Science,treatment,19,13,17,0,0.0,False,0,0
University of South Carolina,Mathematics,control,30,11,42,0,0.0,False,1,0
University of South Carolina,Physics,control,11,3,23,0,0.0,False,0,0
University of South Carolina,Chemistry,control,28,12,24,0,0.0,False,0,0
University of South Florida,Mathematics,control,13,6,51,0,0.0,False,0,0
University of South Florida,Computer Science,control,15,10,16,0,0.0,False,0,0
University of South Florida,Mechanical Engineering,treatment,10,5,6,0,0.0,False,1,0
University of South Florida,Chemistry,control,19,9,2,0,0.0,False,0,0
University of Southern California,Mathematics,control,41,16,7,0,0.0,False,1,0
University of Southern California,Physics,treatment,27,8,47,0,0.0,False,1,0
University of Southern California,Chemistry,control,30,13,48,0,0.0,False,0,0
University of Southern California,Mechanical Engineering,control,32,17,28,0,0.0,False,0,0
University of Southern California,Computer Science,control,25,14,11,0,0.0,False,1,0
University of Southern Mississippi,Mechanical Engineering,treatment,2,1,42,0,0.0,False,6,0
University of Southern Mississippi,Chemistry,control,11,6,12,0,0.0,False,0,0
University of Southern Mississippi,Physics,control,8,4,2,0,0.0,False,0,0
University of Tennessee,Chemistry,control,30,12,10,0,0.0,False,1,0
University of Tennessee,Physics,control,27,8,24,0,0.0,False,0,0
University of Tennessee,Mathematics,control,32,8,41,0,0.0,False,0,0
University of Tennessee,Mechanical Engineering,treatment,0,0,0,0,0.0,False,0,0
University of Tennessee,Computer Science,control,16,10,4,0,0.0,False,0,0
University of Texas at Arlington,Computer Science,treatment,16,10,28,0,0.0,False,0,0
University of Texas at Arlington,Chemistry,treatment,15,9,17,0,0.0,False,0,0
University of Texas at Arlington,Physics,control,14,5,16,0,0.0,False,1,0
University of Texas at Arlington,Mathematics,control,12,5,19,0,0.0,False,1,0
University of Texas at Arlington,Mechanical Engineering,control,0,0,0,0,0.0,False,0,0
University of Texas at Austin,Computer Science,treatment,19,11,16,0,0.0,False,1,0
University of Texas at Austin,Physics,treatment,43,15,14,0,0.0,False,1,0
University of Texas at Austin,Mathematics,control,27,12,27,0,0.0,False,1,0
University of Texas at Dallas,Mathematics,treatment,21,9,43,0,0.0,False,0,0
University of Texas at Dallas,Mechanical Engineering,treatment,0,0,0,0,0.0,False,0,0
University of Texas at Dallas,Chemistry,control,20,10,29,0,0.0,False,1,0
University of Texas at Dallas,Physics,control,18,7,29,0,0.0,False,0,0
University of Texas at El Paso,Mathematics,control,7,4,13,0,0.0,False,0,0
University of Texas at El Paso,Chemistry,treatment,0,0,0,0,0.0,False,0,0
University of Texas at El Paso,Computer Science,control,3,1,3,0,0.0,False,0,0
University of Texas at San Antonio,Physics,treatment,8,4,26,0,0.0,False,0,0
University of Texas at San Antonio,Mathematics,treatment,0,0,0,0,0.0,False,0,0
University of Texas at San Antonio,Chemistry,treatment,20,10,15,0,0.0,False,1,0
University of Utah,Chemistry,treatment,26,13,33,0,0.0,False,0,0
University of Utah,Mathematics,treatment,38,13,134,0,0.0,False,1,0
University of Utah,Physics,control,27,11,61,0,0.0,False,0,0
University of Utah,Mechanical Engineering,control,11,5,3,0,0.0,False,0,0
University of Utah,Computer Science,treatment,22,13,4,0,0.0,False,0,0
University of Virginia,Mathematics,control,39,15,170,0,0.0,False,2,0
University of Virginia,Physics,control,34,8,41,0,0.0,False,0,0
University of Virginia,Chemistry,control,25,12,21,0,0.0,False,0,0
University of Washington,Mathematics,treatment,37,16,88,0,0.0,False,3,0
University of Washington,Physics,treatment,47,16,89,1,0.011235955056179775,True,0,0
University of Washington,Chemistry,control,21,10,71,0,0.0,False,1,0
University of Washington,Mechanical Engineering,treatment,32,17,6,0,0.0,False,2,0
University of Washington,Computer Science,treatment,21,11,25,0,0.0,False,0,0
University of Wisconsin-Madison,Mathematics,control,31,14,302,0,0.0,False,4,0
University of Wisconsin-Madison,Physics,control,40,15,153,0,0.0,False,4,0
University of Wisconsin-Madison,Chemistry,treatment,21,11,55,0,0.0,False,2,0
University of Wisconsin-Madison,Mechanical Engineering,treatment,50,32,18,0,0.0,False,0,0
University of Wisconsin-Milwaukee,Computer Science,treatment,0,0,0,0,0.0,False,0,0
University of Wisconsin-Milwaukee,Physics,control,16,6,19,0,0.0,False,0,0
University of Wisconsin-Milwaukee,Mechanical Engineering,treatment,0,0,0,0,0.0,False,0,0
University of Wisconsin-Milwaukee,Mathematics,control,14,7,14,0,0.0,False,1,0
Utah State University,Mathematics,control,14,5,3,0,0.0,False,0,0
Utah State University,Chemistry,treatment,20,10,28,0,0.0,False,1,0
Utah State University,Physics,treatment,8,4,2,0,0.0,False,0,0
Utah State University,Mechanical Engineering,treatment,7,4,4,0,0.0,False,0,0
Vanderbilt University,Physics,control,34,8,28,0,0.0,False,0,0
Vanderbilt University,Mathematics,control,39,14,80,0,0.0,False,1,0
Vanderbilt University,Mechanical Engineering,control,17,10,13,0,0.0,False,0,0
Vanderbilt University,Chemistry,treatment,29,12,23,0,0.0,False,1,0
Virginia Commonwealth University,Computer Science,control,0,0,0,0,0.0,False,0,0
Virginia Commonwealth University,Chemistry,treatment,20,10,26,0,0.0,False,2,0
Virginia Commonwealth University,Mathematics,treatment,13,6,77,0,0.0,False,12,0
Virginia Commonwealth University,Mechanical Engineering,treatment,16,9,25,0,0.0,False,0,0
Virginia Commonwealth University,Physics,treatment,9,4,12,0,0.0,False,0,0
Virginia Tech,Mathematics,control,32,11,76,0,0.0,False,0,0
Virginia Tech,Physics,control,29,6,45,0,0.0,False,2,0
Virginia Tech,Mechanical Engineering,control,47,28,6,0,0.0,False,1,0
Virginia Tech,Chemistry,treatment,32,12,17,0,0.0,False,1,0
Virginia Tech,Computer Science,control,24,14,43,1,0.023255813953488372,True,1,1
Washington State University,Chemistry,treatment,23,12,14,0,0.0,False,1,0
Washington State University,Physics,treatment,17,8,26,0,0.0,False,1,0
Washington State University,Mechanical Engineering,control,11,5,26,0,0.0,False,1,0
Washington State University,Mathematics,treatment,20,9,14,0,0.0,False,0,0
Washington State University,Computer Science,treatment,16,10,11,1,0.09090909090909091,True,1,1
Washington University in St. Louis,Computer Science,treatment,22,13,8,0,0.0,False,0,0
Washington University in St. Louis,Physics,control,32,8,80,0,0.0,False,0,0
Washington University in St. Louis,Mathematics,treatment,35,13,75,0,0.0,False,2,0
Washington University in St. Louis,Mechanical Engineering,control,19,11,15,0,0.0,False,0,0
Washington University in St. Louis,Chemistry,treatment,26,12,11,0,0.0,False,0,0
Wayne State University,Physics,treatment,13,4,23,0,0.0,False,0,0
Wayne State University,Chemistry,control,29,12,52,1,0.019230769230769232,True,10,1
Wayne State University,Mathematics,control,20,9,24,0,0.0,False,0,0
Wayne State University,Computer Science,control,11,6,19,0,0.0,False,0,0
Wayne State University,Mechanical Engineering,control,7,4,1,0,0.0,False,0,0
West Virginia University,Mechanical Engineering,control,0,0,0,0,0.0,False,0,0
West Virginia University,Physics,treatment,16,6,13,0,0.0,False,0,0
West Virginia University,Chemistry,treatment,19,10,20,0,0.0,False,4,0
West Virginia University,Mathematics,treatment,12,5,1,0,0.0,False,0,0
West Virginia University,Computer Science,treatment,0,0,0,0,0.0,False,0,0
Yale University,Computer Science,control,24,13,6,0,0.0,False,1,0
Yale University,Mathematics,control,25,11,167,1,0.005988023952095809,True,1,1
Yale University,Physics,treatment,37,13,50,0,0.0,False,1,0
Yale University,Chemistry,control,20,10,18,0,0.0,False,0,0
