university,discipline,condition,peer_universities,shown_database_size,shown_black_faculty,total_speakers,speakers_from_peer_unis,speakers_from_shown_db,percent_of_all_speakers,percent_of_peer_speakers,used_shown_db,black_speakers_total,black_from_peers,black_from_shown_db
University of Louisville,Chemistry,control,40,23,12,37,0,0,0.0,0.0,False,0,0,0
University of Louisville,Computer Science,control,40,25,14,4,0,0,0.0,0.0,False,0,0,0
University of Maine,Mathematics,control,40,16,8,11,0,0,0.0,0.0,False,0,0,0
University of Maine,Mechanical Engineering,control,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Maine,Physics,treatment,40,19,6,2,0,0,0.0,0.0,False,0,0,0
"University of Maryland, Baltimore County",Physics,control,40,21,7,35,0,0,0.0,0.0,False,0,0,0
"University of Maryland, Baltimore County",Mathematics,treatment,40,19,8,39,3,0,0.0,0.0,False,1,0,0
"University of Maryland, College Park",Mathematics,control,40,39,18,260,82,0,0.0,0.0,False,6,1,0
"University of Maryland, College Park",Mechanical Engineering,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
"University of Maryland, College Park",Physics,control,40,48,15,100,25,0,0.0,0.0,False,1,0,0
"University of Maryland, College Park",Computer Science,treatment,40,35,22,19,6,0,0.0,0.0,False,0,0,0
University of Massachusetts Amherst,Mathematics,control,40,29,12,98,9,0,0.0,0.0,False,0,0,0
University of Massachusetts Amherst,Chemistry,control,40,36,15,12,2,0,0.0,0.0,False,0,0,0
University of Massachusetts Amherst,Computer Science,control,40,34,21,23,12,0,0.0,0.0,False,0,0,0
University of Memphis,Mathematics,control,40,16,7,13,2,0,0.0,0.0,False,0,0,0
University of Memphis,Chemistry,treatment,40,25,13,18,4,1,0.05555555555555555,0.25,True,2,1,1
University of Memphis,Computer Science,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Memphis,Physics,treatment,40,18,6,26,2,0,0.0,0.0,False,2,0,0
University of Miami,Computer Science,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Miami,Mathematics,treatment,40,28,11,21,2,0,0.0,0.0,False,0,0,0
University of Miami,Physics,treatment,40,17,7,20,1,0,0.0,0.0,False,0,0,0
University of Miami,Chemistry,control,40,26,14,10,4,0,0.0,0.0,False,0,0,0
University of Michigan,Mathematics,treatment,40,35,14,301,84,1,0.0033222591362126247,0.011904761904761904,True,4,1,1
University of Michigan,Mechanical Engineering,treatment,40,56,33,18,6,0,0.0,0.0,False,1,1,0
University of Michigan,Computer Science,treatment,40,36,22,90,24,0,0.0,0.0,False,5,2,0
University of Michigan,Physics,treatment,40,49,16,207,86,0,0.0,0.0,False,10,2,0
University of Michigan,Chemistry,treatment,40,23,12,42,22,0,0.0,0.0,False,0,0,0
University of Minnesota,Mathematics,treatment,40,40,18,133,30,0,0.0,0.0,False,5,1,0
University of Minnesota,Physics,treatment,40,41,10,57,10,1,0.017543859649122806,0.1,True,2,0,0
University of Minnesota,Chemistry,control,40,26,14,27,12,0,0.0,0.0,False,1,1,0
University of Minnesota,Mechanical Engineering,treatment,40,63,39,45,16,0,0.0,0.0,False,2,0,0
University of Minnesota,Computer Science,control,40,36,20,34,12,0,0.0,0.0,False,1,1,0
University of Mississippi,Chemistry,treatment,40,26,14,6,1,0,0.0,0.0,False,0,0,0
University of Mississippi,Mathematics,treatment,40,15,7,16,3,0,0.0,0.0,False,5,0,0
University of Mississippi,Physics,control,40,18,5,24,3,0,0.0,0.0,False,0,0,0
University of Missouri,Mathematics,control,40,32,9,49,2,0,0.0,0.0,False,3,0,0
University of Missouri,Chemistry,treatment,40,25,13,17,0,0,0.0,0.0,False,0,0,0
University of Missouri,Mechanical Engineering,control,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Missouri,Physics,treatment,40,17,7,45,2,0,0.0,0.0,False,0,0,0
University of Montana,Chemistry,treatment,40,26,14,46,0,0,0.0,0.0,False,2,0,0
University of Montana,Mathematics,treatment,40,17,8,11,2,0,0.0,0.0,False,0,0,0
University of Nebraska-Lincoln,Chemistry,treatment,40,28,14,26,0,0,0.0,0.0,False,0,0,0
University of Nebraska-Lincoln,Mathematics,control,40,31,10,9,3,0,0.0,0.0,False,0,0,0
University of Nebraska-Lincoln,Computer Science,control,40,25,14,1,0,0,0.0,0.0,False,0,0,0
University of Nebraska-Lincoln,Physics,treatment,40,18,7,7,0,0,0.0,0.0,False,1,0,0
"University of Nevada, Las Vegas",Physics,treatment,40,19,6,19,1,0,0.0,0.0,False,0,0,0
"University of Nevada, Reno",Computer Science,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
"University of Nevada, Reno",Mathematics,treatment,40,16,8,28,0,0,0.0,0.0,False,0,0,0
University of New Hampshire,Mathematics,treatment,40,21,8,10,0,0,0.0,0.0,False,0,0,0
University of New Hampshire,Chemistry,treatment,40,26,14,36,0,0,0.0,0.0,False,0,0,0
University of New Hampshire,Physics,control,40,19,7,6,0,0,0.0,0.0,False,0,0,0
University of New Mexico,Computer Science,treatment,40,23,14,2,0,0,0.0,0.0,False,0,0,0
University of New Mexico,Mathematics,control,40,29,11,46,7,0,0.0,0.0,False,1,0,0
University of New Mexico,Physics,control,40,24,11,41,2,0,0.0,0.0,False,0,0,0
University of New Mexico,Chemistry,control,40,24,12,35,4,0,0.0,0.0,False,3,0,0
University of North Carolina at Chapel Hill,Mathematics,treatment,40,38,16,52,18,0,0.0,0.0,False,1,0,0
University of North Carolina at Chapel Hill,Chemistry,control,40,24,12,88,14,1,0.011363636363636364,0.07142857142857142,True,7,1,0
University of North Carolina at Chapel Hill,Physics,treatment,40,40,14,23,3,0,0.0,0.0,False,0,0,0
University of North Carolina at Chapel Hill,Computer Science,control,40,34,19,2,0,0,0.0,0.0,False,0,0,0
University of North Texas,Mathematics,treatment,40,17,8,28,3,0,0.0,0.0,False,1,0,0
University of North Texas,Mechanical Engineering,treatment,40,35,19,21,9,0,0.0,0.0,False,1,0,0
University of North Texas,Physics,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of North Texas,Chemistry,control,40,25,13,28,2,0,0.0,0.0,False,1,0,0
University of North Texas,Computer Science,control,40,25,14,40,1,0,0.0,0.0,False,2,0,0
University of Notre Dame,Physics,control,40,34,9,98,16,0,0.0,0.0,False,2,0,0
University of Notre Dame,Mathematics,treatment,40,40,17,108,23,0,0.0,0.0,False,0,0,0
University of Notre Dame,Chemistry,treatment,40,32,14,45,12,0,0.0,0.0,False,4,1,0
University of Oklahoma,Mathematics,treatment,40,28,11,86,4,0,0.0,0.0,False,5,0,0
University of Oklahoma,Physics,control,40,18,8,22,0,0,0.0,0.0,False,0,0,0
University of Oklahoma,Chemistry,treatment,40,30,15,22,2,0,0.0,0.0,False,2,0,0
University of Oregon,Physics,control,40,30,11,24,1,0,0.0,0.0,False,0,0,0
University of Oregon,Mathematics,treatment,40,37,13,109,4,0,0.0,0.0,False,3,2,0
University of Oregon,Computer Science,control,40,33,21,10,0,0,0.0,0.0,False,0,0,0
University of Pennsylvania,Mathematics,control,40,36,15,121,46,0,0.0,0.0,False,5,2,0
University of Pennsylvania,Computer Science,treatment,40,34,21,40,21,0,0.0,0.0,False,0,0,0
University of Pennsylvania,Chemistry,treatment,40,25,13,29,18,0,0.0,0.0,False,2,1,0
University of Pennsylvania,Mechanical Engineering,treatment,40,64,40,22,9,0,0.0,0.0,False,0,0,0
University of Pittsburgh,Computer Science,treatment,40,31,19,10,1,0,0.0,0.0,False,0,0,0
University of Pittsburgh,Physics,treatment,40,41,9,74,12,0,0.0,0.0,False,0,0,0
University of Pittsburgh,Chemistry,control,40,31,14,24,7,0,0.0,0.0,False,2,1,0
University of Rochester,Chemistry,treatment,40,29,13,6,0,0,0.0,0.0,False,0,0,0
University of Rochester,Physics,control,40,31,9,66,3,0,0.0,0.0,False,2,1,0
University of Rochester,Mechanical Engineering,treatment,40,35,19,3,0,0,0.0,0.0,False,0,0,0
University of Rochester,Computer Science,treatment,40,30,19,17,1,0,0.0,0.0,False,0,0,0
University of South Carolina,Mathematics,control,40,30,12,42,7,0,0.0,0.0,False,1,0,0
University of South Carolina,Physics,control,40,21,8,23,1,0,0.0,0.0,False,0,0,0
University of South Carolina,Chemistry,control,40,34,14,24,3,0,0.0,0.0,False,0,0,0
University of South Florida,Mathematics,control,40,17,8,51,7,0,0.0,0.0,False,0,0,0
University of South Florida,Computer Science,control,40,23,12,16,0,0,0.0,0.0,False,0,0,0
University of South Florida,Mechanical Engineering,treatment,40,35,19,6,1,0,0.0,0.0,False,1,0,0
University of South Florida,Chemistry,control,40,26,14,2,0,0,0.0,0.0,False,0,0,0
University of Southern California,Mathematics,control,40,40,15,7,2,0,0.0,0.0,False,1,0,0
University of Southern California,Physics,treatment,40,29,8,47,2,0,0.0,0.0,False,1,0,0
University of Southern California,Chemistry,control,40,32,14,48,15,0,0.0,0.0,False,0,0,0
University of Southern California,Mechanical Engineering,control,40,54,33,28,6,0,0.0,0.0,False,0,0,0
University of Southern California,Computer Science,control,40,36,22,11,3,0,0.0,0.0,False,1,0,0
University of Southern Mississippi,Mechanical Engineering,treatment,40,35,19,42,5,0,0.0,0.0,False,6,0,0
University of Southern Mississippi,Chemistry,control,40,26,14,12,1,0,0.0,0.0,False,0,0,0
University of Southern Mississippi,Physics,control,40,19,6,2,0,0,0.0,0.0,False,0,0,0
University of Tennessee,Chemistry,control,40,30,12,10,1,0,0.0,0.0,False,1,0,0
University of Tennessee,Physics,control,40,28,8,24,0,0,0.0,0.0,False,0,0,0
University of Tennessee,Mathematics,control,40,37,13,41,1,0,0.0,0.0,False,0,0,0
University of Tennessee,Mechanical Engineering,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Tennessee,Computer Science,control,40,25,14,4,0,0,0.0,0.0,False,0,0,0
University of Texas at Arlington,Computer Science,treatment,40,24,13,28,4,0,0.0,0.0,False,0,0,0
University of Texas at Arlington,Chemistry,treatment,40,25,13,17,1,0,0.0,0.0,False,0,0,0
University of Texas at Arlington,Physics,control,40,15,7,16,3,0,0.0,0.0,False,1,0,0
University of Texas at Arlington,Mathematics,control,40,17,8,19,3,0,0.0,0.0,False,1,0,0
University of Texas at Arlington,Mechanical Engineering,control,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Texas at Austin,Computer Science,treatment,40,36,22,16,5,0,0.0,0.0,False,1,0,0
University of Texas at Austin,Physics,treatment,40,49,16,14,3,0,0.0,0.0,False,1,0,0
University of Texas at Austin,Mathematics,control,40,36,15,27,6,0,0.0,0.0,False,1,0,0
University of Texas at Dallas,Mathematics,treatment,40,21,9,43,1,0,0.0,0.0,False,0,0,0
University of Texas at Dallas,Mechanical Engineering,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Texas at Dallas,Chemistry,control,40,26,14,29,4,0,0.0,0.0,False,1,0,0
University of Texas at Dallas,Physics,control,40,22,9,29,4,0,0.0,0.0,False,0,0,0
University of Texas at El Paso,Mathematics,control,40,17,8,13,2,0,0.0,0.0,False,0,0,0
University of Texas at El Paso,Chemistry,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Texas at El Paso,Computer Science,control,40,24,14,3,0,0,0.0,0.0,False,0,0,0
University of Texas at San Antonio,Physics,treatment,40,15,4,26,1,0,0.0,0.0,False,0,0,0
University of Texas at San Antonio,Mathematics,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Texas at San Antonio,Chemistry,treatment,40,26,14,15,1,0,0.0,0.0,False,1,0,0
University of Utah,Chemistry,treatment,40,27,13,33,7,0,0.0,0.0,False,0,0,0
University of Utah,Mathematics,treatment,40,38,14,134,30,0,0.0,0.0,False,1,0,0
University of Utah,Physics,control,40,31,11,61,7,0,0.0,0.0,False,0,0,0
University of Utah,Mechanical Engineering,control,40,35,19,3,0,0,0.0,0.0,False,0,0,0
University of Utah,Computer Science,treatment,40,32,17,4,1,0,0.0,0.0,False,0,0,0
University of Virginia,Mathematics,control,40,39,15,170,17,0,0.0,0.0,False,2,0,0
University of Virginia,Physics,control,40,37,9,41,4,0,0.0,0.0,False,0,0,0
University of Virginia,Chemistry,control,40,31,14,21,7,0,0.0,0.0,False,0,0,0
University of Washington,Mathematics,treatment,40,38,17,88,19,0,0.0,0.0,False,3,0,0
University of Washington,Physics,treatment,40,46,16,89,30,1,0.011235955056179775,0.03333333333333333,True,0,0,0
University of Washington,Chemistry,control,40,25,13,71,26,0,0.0,0.0,False,1,1,0
University of Washington,Mechanical Engineering,treatment,40,42,23,6,2,0,0.0,0.0,False,2,1,0
University of Washington,Computer Science,treatment,40,35,21,25,11,0,0.0,0.0,False,0,0,0
University of Wisconsin-Madison,Mathematics,control,40,34,14,302,111,0,0.0,0.0,False,4,1,0
University of Wisconsin-Madison,Physics,control,40,46,15,153,40,0,0.0,0.0,False,4,0,0
University of Wisconsin-Madison,Chemistry,treatment,40,25,13,55,25,0,0.0,0.0,False,2,1,0
University of Wisconsin-Madison,Mechanical Engineering,treatment,40,65,41,18,11,0,0.0,0.0,False,0,0,0
University of Wisconsin-Milwaukee,Computer Science,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Wisconsin-Milwaukee,Physics,control,40,19,7,19,1,0,0.0,0.0,False,0,0,0
University of Wisconsin-Milwaukee,Mechanical Engineering,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
University of Wisconsin-Milwaukee,Mathematics,control,40,17,8,14,0,0,0.0,0.0,False,1,0,0
Utah State University,Mathematics,control,40,16,7,3,0,0,0.0,0.0,False,0,0,0
Utah State University,Chemistry,treatment,40,26,14,28,3,0,0.0,0.0,False,1,0,0
Utah State University,Physics,treatment,40,18,6,2,0,0,0.0,0.0,False,0,0,0
Utah State University,Mechanical Engineering,treatment,40,35,19,4,0,0,0.0,0.0,False,0,0,0
Vanderbilt University,Physics,control,40,36,9,28,6,0,0.0,0.0,False,0,0,0
Vanderbilt University,Mathematics,control,40,39,14,80,11,0,0.0,0.0,False,1,0,0
Vanderbilt University,Mechanical Engineering,control,40,37,22,13,2,0,0.0,0.0,False,0,0,0
Vanderbilt University,Chemistry,treatment,40,29,10,23,7,0,0.0,0.0,False,1,0,0
Virginia Commonwealth University,Computer Science,control,0,0,0,0,0,0,0.0,0.0,False,0,0,0
Virginia Commonwealth University,Chemistry,treatment,40,26,14,26,4,0,0.0,0.0,False,2,0,0
Virginia Commonwealth University,Mathematics,treatment,40,17,8,77,3,0,0.0,0.0,False,12,1,0
Virginia Commonwealth University,Mechanical Engineering,treatment,40,34,19,25,1,0,0.0,0.0,False,0,0,0
Virginia Commonwealth University,Physics,treatment,40,18,5,12,1,0,0.0,0.0,False,0,0,0
Virginia Tech,Mathematics,control,40,31,11,76,5,0,0.0,0.0,False,0,0,0
Virginia Tech,Physics,control,40,32,9,45,14,0,0.0,0.0,False,2,0,0
Virginia Tech,Mechanical Engineering,control,40,64,40,6,1,0,0.0,0.0,False,1,0,0
Virginia Tech,Chemistry,treatment,40,35,15,17,0,0,0.0,0.0,False,1,0,0
Virginia Tech,Computer Science,control,40,34,18,43,6,0,0.0,0.0,False,1,0,0
Washington State University,Chemistry,treatment,40,24,13,14,2,0,0.0,0.0,False,1,0,0
Washington State University,Physics,treatment,40,19,8,26,1,0,0.0,0.0,False,1,0,0
Washington State University,Mechanical Engineering,control,40,34,19,26,0,0,0.0,0.0,False,1,0,0
Washington State University,Mathematics,treatment,40,21,9,14,0,0,0.0,0.0,False,0,0,0
Washington State University,Computer Science,treatment,40,23,13,11,0,0,0.0,0.0,False,1,0,0
Washington University in St. Louis,Computer Science,treatment,40,30,16,8,1,0,0.0,0.0,False,0,0,0
Washington University in St. Louis,Physics,control,40,35,9,80,10,0,0.0,0.0,False,0,0,0
Washington University in St. Louis,Mathematics,treatment,40,36,13,75,8,0,0.0,0.0,False,2,0,0
Washington University in St. Louis,Mechanical Engineering,control,40,37,22,15,4,0,0.0,0.0,False,0,0,0
Washington University in St. Louis,Chemistry,treatment,40,32,14,11,4,0,0.0,0.0,False,0,0,0
Wayne State University,Physics,treatment,40,19,6,23,4,0,0.0,0.0,False,0,0,0
Wayne State University,Chemistry,control,40,31,13,52,14,1,0.019230769230769232,0.07142857142857142,True,10,3,1
Wayne State University,Mathematics,control,40,21,9,24,3,0,0.0,0.0,False,0,0,0
Wayne State University,Computer Science,control,40,25,14,19,1,0,0.0,0.0,False,0,0,0
Wayne State University,Mechanical Engineering,control,40,34,18,1,0,0,0.0,0.0,False,0,0,0
West Virginia University,Mechanical Engineering,control,0,0,0,0,0,0,0.0,0.0,False,0,0,0
West Virginia University,Physics,treatment,40,19,7,13,0,0,0.0,0.0,False,0,0,0
West Virginia University,Chemistry,treatment,40,29,14,20,1,0,0.0,0.0,False,4,0,0
West Virginia University,Mathematics,treatment,40,17,8,1,0,0,0.0,0.0,False,0,0,0
West Virginia University,Computer Science,treatment,0,0,0,0,0,0,0.0,0.0,False,0,0,0
Yale University,Computer Science,control,40,34,21,6,3,0,0.0,0.0,False,1,1,0
Yale University,Mathematics,control,40,35,14,167,59,0,0.0,0.0,False,1,0,0
Yale University,Physics,treatment,40,47,14,50,22,0,0.0,0.0,False,1,0,0
Yale University,Chemistry,control,40,25,13,18,10,0,0.0,0.0,False,0,0,0
